,id,label,timeset,type,image,lfr,listed,friends,shape,file,followers,user_id,ffr,statuses,latitude,longitude,country,city
560,1472,DignitasIntl,,followers,/home/usnish/twitter_ypcdn/img/34666688.jpg,0.5457,248,3421,triangle-up,ncdaction.dat,4545,34666688,1.3286,10927,37.14,-94.3918,United States,Joplin
561,2086,Edible_Politics,,followers,/home/usnish/twitter_ypcdn/img/1543906585.jpg,0.2843,99,4042,triangle-down,ncdaction.dat,3482,1543906585,0.8615,6726,41.7508,-88.1535,United States,Naperville
562,3744,nuevamaterdei,,followers,/home/usnish/twitter_ypcdn/img/789940954488799233.jpg,0.2273,3,1023,triangle-down,ncdaction.dat,132,789940954488799233,0.129,4,41.6488,-0.8891,Spain,Zaragoza
563,2129,l_haddad,,followers,/home/usnish/twitter_ypcdn/img/81052454.jpg,0.2903,334,4611,triangle-up,ncdaction.dat,11507,81052454,2.4956,6302,55.3781,-3.436,United Kingdom,
565,3112,Nat_Shepherd01,,followers,/home/usnish/twitter_ypcdn/img/4913223523.jpg,0.0,0,145,triangle-down,ncdaction.dat,23,4913223523,0.1586,123,-37.8136,144.9631,Australia,
566,2555,Be_Healthucated,,followers,/home/usnish/twitter_ypcdn/img/3209631659.jpg,0.0533,2,344,triangle-up,ncdaction.dat,375,3209631659,1.0901,208,9.082,8.6753,Nigeria,
567,383,tonyfalkenstein,,followers,/home/usnish/twitter_ypcdn/img/48973958.jpg,0.1442,6,255,triangle-up,ncdaction.dat,416,48973958,1.6314,452,-36.8485,174.7633,New Zealand,Auckland
568,3668,TJ8792645,,followers,/home/usnish/twitter_ypcdn/img/1586630916.jpg,1.6667,1,67,triangle-down,ncdaction.dat,6,1586630916,0.0896,54,37.0902,-95.7129,United States,
569,2976,MediPaper,,followers,/home/usnish/twitter_ypcdn/img/712588150317539328.jpg,0.7043,81,3494,triangle-down,ncdaction.dat,1150,712588150317539328,0.3291,6436,22.3964,114.1095,Hong Kong,
570,2110,mjrazazi,,followers,/home/usnish/twitter_ypcdn/img/53561892.jpg,0.1327,11,1523,triangle-down,ncdaction.dat,829,53561892,0.5443,2438,-33.4489,-70.6693,Chile,
572,1505,GreenandBlackAU,,followers,/home/usnish/twitter_ypcdn/img/2383433636.png,0.0447,3,1965,triangle-down,ncdaction.dat,671,2383433636,0.3415,399,33.7589,-84.3641,United States,Atlanta
573,1537,DrWafulaKE,,followers,/home/usnish/twitter_ypcdn/img/176722693.jpg,0.1903,29,1205,triangle-up,ncdaction.dat,1524,176722693,1.2647,8156,-0.0236,37.9062,Kenya,
574,3635,EASOpatients,,followers,/home/usnish/twitter_ypcdn/img/3230514010.jpg,1.3942,110,405,triangle-up,ncdaction.dat,789,3230514010,1.9481,5236,54.526,15.2551,,
577,2252,NEHATRIPATHI18,,followers,/home/usnish/twitter_ypcdn/img/558383226.jpg,0.8140000000000001,7,288,triangle-down,ncdaction.dat,86,558383226,0.2986,246,26.8467,80.9462,India,Lucknow
578,1597,NaheedD,,followers,/home/usnish/twitter_ypcdn/img/166985027.jpg,0.494,277,795,triangle-up,ncdaction.dat,5607,166985027,7.0528,17381,43.6532,-79.3832,Canada,Toronto
579,3304,OrangeFiber,,followers,/home/usnish/twitter_ypcdn/img/1382008068.jpg,0.8355,358,5001,triangle-down,ncdaction.dat,4285,1382008068,0.8568,8296,45.4642,9.19,Italy,Milan
580,2016,aphrc,,followers,/home/usnish/twitter_ypcdn/img/102018028.jpg,0.2979,115,921,triangle-up,ncdaction.dat,3860,102018028,4.1911,7682,-1.2921,36.8219,Kenya,Nairobi
581,1093,EtukEno,,followers,/home/usnish/twitter_ypcdn/img/1074758958.jpg,0.1681,2,497,triangle-down,ncdaction.dat,119,1074758958,0.2394,41,9.0765,7.3986,Nigeria,Abuja
582,3066,Resilie_org,,followers,/home/usnish/twitter_ypcdn/img/2888373622.jpg,0.3226,1,67,triangle-down,ncdaction.dat,31,2888373622,0.4627,42,41.3851,2.1734,Spain,Barcelona
583,2971,wncapetown2016,,followers,/home/usnish/twitter_ypcdn/img/4871234715.jpg,0.1408,8,1157,triangle-down,ncdaction.dat,568,4871234715,0.4909,220,-33.9249,18.4241,South Africa,Cape Town
584,1034,chick_filts,,followers,/home/usnish/twitter_ypcdn/img/37387020.png,0.184,3,437,triangle-down,ncdaction.dat,163,37387020,0.373,16,-37.8136,144.9631,Australia,
585,1649,Third_i_eu,,followers,/home/usnish/twitter_ypcdn/img/2466151736.png,1.2871,26,426,triangle-down,ncdaction.dat,202,2466151736,0.4742,800,50.8431,4.3857,Belgium,Brussel
587,3985,UlrichEGut,,followers,/home/usnish/twitter_ypcdn/img/223794936.jpg,0.2312,39,3090,triangle-down,ncdaction.dat,1687,223794936,0.546,3095,47.3189,8.5845,Switzerland,Küsnacht
588,1932,Article_25,,followers,/home/usnish/twitter_ypcdn/img/1327700797.png,0.7024,38,577,triangle-down,ncdaction.dat,541,1327700797,0.9376,3331,35.9813,-115.098,United States,Henderson
589,1457,Contraincendioc,,followers,/home/usnish/twitter_ypcdn/img/1546081746.jpg,0.0,0,2033,triangle-down,ncdaction.dat,342,1546081746,0.1682,8,4.711,-74.0721,Colombia,Bogotá
590,130,elgringoinspain,,followers,/home/usnish/twitter_ypcdn/img/9276282.jpg,0.4398,270,3716,triangle-up,ncdaction.dat,6139,9276282,1.652,17959,37.9847,-0.6808,Spain,Torrevieja
591,41,bustjunkads,,followers,/home/usnish/twitter_ypcdn/img/274278957.jpg,0.3051,45,1371,triangle-up,ncdaction.dat,1475,274278957,1.0759,3082,-25.2744,133.7751,Australia,
592,3620,katiamwong,,followers,/home/usnish/twitter_ypcdn/img/1481001277.jpg,0.4,2,124,triangle-down,ncdaction.dat,50,1481001277,0.4032,106,43.6532,-79.3832,Canada,Toronto
593,1538,BeatLMM,,followers,/home/usnish/twitter_ypcdn/img/599662365.jpg,0.0378,9,853,triangle-up,ncdaction.dat,2379,599662365,2.7889999999999997,10617,-13.9626,33.7741,Malawi,Lilongwe
594,1826,LEAFchief,,followers,/home/usnish/twitter_ypcdn/img/61037064.jpg,0.2353,122,1914,triangle-up,ncdaction.dat,5184,61037064,2.7085,2717,50.266,-5.0527,United Kingdom,
595,4088,MashaDeVoe,,followers,/home/usnish/twitter_ypcdn/img/19841829.jpg,0.7059,6,246,triangle-down,ncdaction.dat,85,19841829,0.3455,206,40.7128,-74.0059,United States,New York
596,3648,ramyakancherla,,followers,/home/usnish/twitter_ypcdn/img/540527104.jpg,0.0901,1,782,triangle-down,ncdaction.dat,111,540527104,0.1419,114,43.6532,-79.3832,Canada,Toronto
597,3305,bengotti63,,followers,/home/usnish/twitter_ypcdn/img/3316563294.jpg,0.019,2,3867,triangle-down,ncdaction.dat,1051,3316563294,0.2718,176,28.5383,-81.3792,United States,Orlando
598,3070,hollymurrayco,,followers,/home/usnish/twitter_ypcdn/img/709301199795654656.jpg,0.6579999999999999,101,3058,triangle-down,ncdaction.dat,1535,709301199795654656,0.502,817,3.139,101.6869,Malaysia,Kuala Lumpur
600,0,CallDoctorAmina,,followers,/home/usnish/twitter_ypcdn/img/263205534.jpg,0.5211,21,297,triangle-up,ncdaction.dat,403,263205534,1.3569,1114,51.5074,-0.1278,United Kingdom,London
601,2288,NHSBrightonGP,,followers,/home/usnish/twitter_ypcdn/img/3096437788.jpg,0.7429,13,533,triangle-down,ncdaction.dat,175,3096437788,0.3283,88,50.828,-0.1413,United Kingdom,
602,562,cathji,,followers,/home/usnish/twitter_ypcdn/img/224470557.jpg,0.6542,14,548,triangle-down,ncdaction.dat,214,224470557,0.3905,395,45.5017,-73.5673,Canada,Montreal
604,442,lanceracey,,followers,/home/usnish/twitter_ypcdn/img/222381646.jpg,0.1433,26,4915,triangle-down,ncdaction.dat,1815,222381646,0.3693,6749,53.9206,-0.9394,United Kingdom,Elvington
605,984,give2hoots,,followers,/home/usnish/twitter_ypcdn/img/153704662.jpg,0.8943,11,246,triangle-down,ncdaction.dat,123,153704662,0.5,1147,-25.2744,133.7751,Australia,
606,2165,InfoMedMagazine,,followers,/home/usnish/twitter_ypcdn/img/2647155151.jpg,0.5556,6,318,triangle-down,ncdaction.dat,108,2647155151,0.3396,1837,4.2105,101.9758,Malaysia,
607,1436,richienash1,,followers,/home/usnish/twitter_ypcdn/img/731182369.png,0.1475,9,914,triangle-down,ncdaction.dat,610,731182369,0.6674,3443,36.0077,-77.7875,United States,Rocky Mount
608,1945,uche_dr,,followers,/home/usnish/twitter_ypcdn/img/2364415107.jpg,0.0,0,189,triangle-down,ncdaction.dat,4,2364415107,0.0212,3,6.335,5.6037,Nigeria,Benin City
609,146,WHO,,followers,/home/usnish/twitter_ypcdn/img/14499829.jpg,0.0606,23119,1341,triangle-up,ncdaction.dat,3815525,14499829,2845.2834,26904,46.2044,6.1432,Switzerland,Geneva
610,1088,maikduennbier,,followers,/home/usnish/twitter_ypcdn/img/64457539.jpg,0.5993,64,1194,triangle-down,ncdaction.dat,1068,64457539,0.8945,13634,59.3293,18.0686,Sweden,Stockholm
611,2657,4cdnscancer,,followers,/home/usnish/twitter_ypcdn/img/4103475133.jpg,0.7463,5,102,triangle-down,ncdaction.dat,67,4103475133,0.6569,262,43.6532,-79.3832,Canada,Toronto
614,3399,bretwright13,,followers,/home/usnish/twitter_ypcdn/img/774457932834496512.jpg,0.0,0,3490,triangle-down,ncdaction.dat,216,774457932834496512,0.0619,31,51.0379,-113.4003,Canada,Strathmore
615,2681,tapasnair,,followers,/home/usnish/twitter_ypcdn/img/4320708374.jpg,0.3268,5,382,triangle-down,ncdaction.dat,153,4320708374,0.4005,611,28.6139,77.209,India,New Delhi
616,365,jssozi,,followers,/home/usnish/twitter_ypcdn/img/31108067.jpg,0.2159,118,1366,triangle-up,ncdaction.dat,5466,31108067,4.0015,13388,0.3205,32.5759,Uganda,Kampala
618,166,RobinVitale,,followers,/home/usnish/twitter_ypcdn/img/32135510.jpg,0.3222,50,2357,triangle-down,ncdaction.dat,1552,32135510,0.6585,5889,40.7128,-74.0059,United States,New York
619,230,incanuspa,,followers,/home/usnish/twitter_ypcdn/img/213733311.jpg,0.239,6,869,triangle-down,ncdaction.dat,251,213733311,0.2888,1285,43.7895,-79.5531,Canada,
620,3936,jess_lharding,,followers,/home/usnish/twitter_ypcdn/img/582472156.jpg,0.13699999999999998,1,189,triangle-down,ncdaction.dat,73,582472156,0.3862,19,-37.8136,144.9631,Australia,
622,213,peel2savehull,,followers,/home/usnish/twitter_ypcdn/img/368411712.gif,0.107,4,1198,triangle-down,ncdaction.dat,374,368411712,0.3122,2418,53.7457,-0.3367,United Kingdom,Hull
623,3877,cbwaterhouse,,followers,/home/usnish/twitter_ypcdn/img/48333944.jpg,0.289,15,1057,triangle-down,ncdaction.dat,519,48333944,0.491,4189,-26.2041,28.0473,South Africa,Johannesburg
625,2270,AlexTyrrellPVQ,,followers,/home/usnish/twitter_ypcdn/img/707859842.jpg,0.1519,60,2071,triangle-up,ncdaction.dat,3949,707859842,1.9068,2277,45.5017,-73.5673,Canada,Montreal
626,4004,Karen7388,,followers,/home/usnish/twitter_ypcdn/img/332408182.jpg,0.0,0,154,triangle-down,ncdaction.dat,97,332408182,0.6299,17,-1.2921,36.8219,Kenya,Nairobi
627,3220,rbl_ashish,,followers,/home/usnish/twitter_ypcdn/img/314676037.jpg,0.1923,2,253,triangle-down,ncdaction.dat,104,314676037,0.4111,170,26.8467,80.9462,India,Lucknow
628,3923,shelleyparry,,followers,/home/usnish/twitter_ypcdn/img/68947071.jpg,0.1418,6,1382,triangle-down,ncdaction.dat,423,68947071,0.3061,2695,3.1753,101.7201,Malaysia,Kuala Lumpur
629,1757,johannagoetzel,,followers,/home/usnish/twitter_ypcdn/img/81103553.jpg,1.0722,52,1174,triangle-down,ncdaction.dat,485,81103553,0.4131,1650,40.7128,-74.0059,United States,New York
631,3770,hivdrivers,,followers,/home/usnish/twitter_ypcdn/img/372127197.jpg,0.3719,55,1204,triangle-up,ncdaction.dat,1479,372127197,1.2284,5152,51.5074,-0.1278,United Kingdom,London
632,3899,clodiobikori,,followers,/home/usnish/twitter_ypcdn/img/837765107023298561.jpg,0.0,0,489,triangle-down,ncdaction.dat,32,837765107023298561,0.0654,58,-1.9403,29.8739,Rwanda,
633,700,KingsCareCenter,,followers,/home/usnish/twitter_ypcdn/img/1035472304.jpg,0.2299,6,739,triangle-down,ncdaction.dat,261,1035472304,0.3532,458,40.7006,-73.9453,United States,
635,2383,TheLancetEndo,,followers,/home/usnish/twitter_ypcdn/img/2188272704.jpg,0.2613,125,255,triangle-up,ncdaction.dat,4784,2188272704,18.7608,844,51.5074,-0.1278,United Kingdom,London
636,920,EngEng002,,followers,/home/usnish/twitter_ypcdn/img/1527827371.jpg,0.0,0,162,triangle-down,ncdaction.dat,14,1527827371,0.0864,18,1.3054,103.8206,Singapore,Singapore
637,3178,J_makoba,,followers,/home/usnish/twitter_ypcdn/img/1445650627.jpg,0.24100000000000002,14,574,triangle-up,ncdaction.dat,581,1445650627,1.0122,3281,0.3476,32.5825,Uganda,Kampala
638,2999,katelovesneuro,,followers,/home/usnish/twitter_ypcdn/img/1665490464.png,0.1451,10,5002,triangle-down,ncdaction.dat,689,1665490464,0.1377,23723,38.9085,-77.0392,United States,Washington
639,4102,m_i_ungureanu,,followers,/home/usnish/twitter_ypcdn/img/1242060446.jpg,0.4128,9,1232,triangle-down,ncdaction.dat,218,1242060446,0.1769,361,45.9432,24.9668,Romania,
641,885,ange_spirit,,followers,/home/usnish/twitter_ypcdn/img/231089201.jpg,0.2147,26,2076,triangle-down,ncdaction.dat,1211,231089201,0.5833,5901,-0.7893,113.9213,Indonesia,
642,1855,CuppingHijama,,followers,/home/usnish/twitter_ypcdn/img/2683402476.jpg,0.0309,1,3156,triangle-down,ncdaction.dat,324,2683402476,0.1027,182,51.4416,5.4697,Netherlands,Eindhoven
644,3678,LaurenKBandy,,followers,/home/usnish/twitter_ypcdn/img/1374868622.jpg,0.6481,21,343,triangle-down,ncdaction.dat,324,1374868622,0.9446,111,51.752,-1.2577,United Kingdom,Oxford
646,490,weareadnep,,followers,/home/usnish/twitter_ypcdn/img/795896322.png,0.1613,3,222,triangle-down,ncdaction.dat,186,795896322,0.8378,826,14.6507,121.1029,Philippines,Marikina
647,51,GwenParadise,,followers,/home/usnish/twitter_ypcdn/img/329764652.jpg,0.099,3,683,triangle-down,ncdaction.dat,303,329764652,0.4436,152,38.7531,-77.1499,United States,Alexandria
648,195,GlobeMedCornell,,followers,/home/usnish/twitter_ypcdn/img/216130197.jpg,0.3182,7,135,triangle-up,ncdaction.dat,220,216130197,1.6296,541,42.444,-76.5019,United States,Ithaca
649,1793,Kelley_Hussey,,followers,/home/usnish/twitter_ypcdn/img/2591687844.jpg,0.2941,1,118,triangle-down,ncdaction.dat,34,2591687844,0.2881,67,39.2904,-76.6122,United States,Baltimore
650,3867,TealeGordon,,followers,/home/usnish/twitter_ypcdn/img/307304009.jpg,0.0,0,194,triangle-down,ncdaction.dat,66,307304009,0.3402,121,-31.9505,115.8605,Australia,
651,3639,PrometheusSEO,,followers,/home/usnish/twitter_ypcdn/img/4643964633.jpg,0.1535,20,4992,triangle-down,ncdaction.dat,1303,4643964633,0.261,85,53.5511,9.9937,Germany,Hamburg
653,54,malini_aisola,,followers,/home/usnish/twitter_ypcdn/img/25587136.jpg,0.3092,26,959,triangle-down,ncdaction.dat,841,25587136,0.877,88,28.6139,77.209,India,New Delhi
654,1177,Ibafound,,followers,/home/usnish/twitter_ypcdn/img/1299556837.jpg,0.0811,3,1398,triangle-down,ncdaction.dat,370,1299556837,0.2647,473,6.5244,3.3792,Nigeria,Lagos
655,3270,ShingaiGwatidzo,,followers,/home/usnish/twitter_ypcdn/img/755127361746636809.jpg,1.2766,6,68,triangle-down,ncdaction.dat,47,755127361746636809,0.6912,54,-17.8252,31.0335,Zimbabwe,Harare
656,1648,NTRPsoriasis,,followers,/home/usnish/twitter_ypcdn/img/2458683901.png,0.1246,12,1537,triangle-down,ncdaction.dat,963,2458683901,0.6265,75,40.0165,-105.2235,United States,Boulder
657,2972,sciencethedata,,followers,/home/usnish/twitter_ypcdn/img/172686958.jpg,0.8809999999999999,37,570,triangle-down,ncdaction.dat,420,172686958,0.7368,345,37.7749,-122.4194,United States,San Francisco
660,3320,CBN9,,followers,/home/usnish/twitter_ypcdn/img/128645668.jpg,0.2524,13,1350,triangle-down,ncdaction.dat,515,128645668,0.3815,2258,4.8156,7.0498,Nigeria,Port Harcourt
662,1576,Gamaroyal,,followers,/home/usnish/twitter_ypcdn/img/157652109.jpg,0.0778,9,2570,triangle-down,ncdaction.dat,1157,157652109,0.4502,748,9.0765,7.3986,Nigeria,Abuja
663,97,CHeartLink,,followers,/home/usnish/twitter_ypcdn/img/21342538.png,0.33,90,2823,triangle-down,ncdaction.dat,2727,21342538,0.966,2377,44.9778,-93.265,United States,Minneapolis
664,3545,MaijaLebel,,followers,/home/usnish/twitter_ypcdn/img/755809130191974400.jpg,0.0,0,128,triangle-down,ncdaction.dat,32,755809130191974400,0.25,14,25.2048,55.2708,United Arab Emirates,Dubai
665,1500,NCDYouthVoices,,followers,/home/usnish/twitter_ypcdn/img/2383026012.jpg,0.2062,2,161,triangle-down,ncdaction.dat,97,2383026012,0.6025,125,40.7593,-73.8291,United States,
666,1199,OPCAustralia,,followers,/home/usnish/twitter_ypcdn/img/256348056.png,0.2,102,1139,triangle-up,ncdaction.dat,5099,256348056,4.4767,3495,-37.4713,144.7852,Australia,
667,1710,Stage_4_Warrior,,followers,/home/usnish/twitter_ypcdn/img/33354870.jpg,0.2169,32,1969,triangle-down,ncdaction.dat,1475,33354870,0.7491,850,40.4173,-82.9071,United States,
668,3543,FaridahHabib,,followers,/home/usnish/twitter_ypcdn/img/30383888.jpg,0.9906,42,733,triangle-down,ncdaction.dat,424,30383888,0.5784,5742,9.0765,7.3986,Nigeria,Abuja
669,2986,switchboxben,,followers,/home/usnish/twitter_ypcdn/img/315564269.jpg,0.9263,171,4997,triangle-down,ncdaction.dat,1846,315564269,0.3694,9771,1.3521,103.8198,Singapore,
672,3605,GlobalOncYP,,followers,/home/usnish/twitter_ypcdn/img/2809332309.png,0.25,1,524,triangle-down,ncdaction.dat,40,2809332309,0.0763,21,42.3601,-71.0589,United States,Boston
673,2970,krishnansuneeta,,followers,/home/usnish/twitter_ypcdn/img/2937063900.jpg,0.6329,25,168,triangle-up,ncdaction.dat,395,2937063900,2.3512,1085,12.9716,77.5946,India,Bengaluru
678,2247,CCHHealth,,followers,/home/usnish/twitter_ypcdn/img/2394802430.jpg,0.355,35,2071,triangle-down,ncdaction.dat,986,2394802430,0.4761,1619,51.5074,-0.1278,United Kingdom,London
679,1060,EastTimorHearts,,followers,/home/usnish/twitter_ypcdn/img/952706449.jpg,0.5556,28,816,triangle-down,ncdaction.dat,504,952706449,0.6176,1569,-25.2744,133.7751,Australia,
680,2314,21_festival,,followers,/home/usnish/twitter_ypcdn/img/3145529096.png,0.4101,31,651,triangle-up,ncdaction.dat,756,3145529096,1.1613,1070,-37.8136,144.9631,Australia,
681,2537,jilliannec,,followers,/home/usnish/twitter_ypcdn/img/33221788.jpg,0.6768,138,2302,triangle-down,ncdaction.dat,2039,33221788,0.8858,4487,49.2827,-123.1207,Canada,Vancouver
682,2985,NovartisFDN,,followers,/home/usnish/twitter_ypcdn/img/3297834192.png,0.6819,146,641,triangle-up,ncdaction.dat,2141,3297834192,3.3401,2938,47.5596,7.5886,Switzerland,Basel
683,136,onehealthntd,,followers,/home/usnish/twitter_ypcdn/img/355434242.jpg,0.3066,21,1923,triangle-down,ncdaction.dat,685,355434242,0.3562,1625,51.5074,-0.1278,United Kingdom,London
684,1231,twinesocial,,followers,/home/usnish/twitter_ypcdn/img/1429387459.jpg,0.48100000000000004,85,1921,triangle-down,ncdaction.dat,1767,1429387459,0.9198,3724,40.7968,-74.4815,United States,Morristown
685,368,AnyaGopfert,,followers,/home/usnish/twitter_ypcdn/img/348958926.jpg,0.2478,23,1112,triangle-down,ncdaction.dat,928,348958926,0.8345,2739,51.4545,-2.5879,United Kingdom,Bristol
686,379,jlb4children,,followers,/home/usnish/twitter_ypcdn/img/304406220.jpg,0.9821,11,355,triangle-down,ncdaction.dat,112,304406220,0.3155,1167,40.7128,-74.0059,United States,New York
687,3820,TaniaMPowell,,followers,/home/usnish/twitter_ypcdn/img/826629763540226049.jpg,0.0,0,871,triangle-down,ncdaction.dat,34,826629763540226049,0.039,9,-26.682,153.118,Australia,Mooloolaba
688,1939,AndersVJensen,,followers,/home/usnish/twitter_ypcdn/img/389983752.jpg,1.2247,194,2155,triangle-down,ncdaction.dat,1584,389983752,0.735,5976,55.8173,12.4722,Denmark,Holte
689,560,jnaylor,,followers,/home/usnish/twitter_ypcdn/img/10401512.jpg,0.6102,111,3175,triangle-down,ncdaction.dat,1819,10401512,0.5729,90346,-41.2865,174.7762,New Zealand,Wellington
691,2599,laurahillis,,followers,/home/usnish/twitter_ypcdn/img/2838428144.jpg,0.6306,7,643,triangle-down,ncdaction.dat,111,2838428144,0.1726,82,-37.8136,144.9631,Australia,
692,3741,kcrawfordgray,,followers,/home/usnish/twitter_ypcdn/img/39796315.jpg,0.4444,4,372,triangle-down,ncdaction.dat,90,39796315,0.2419,131,40.7879,-74.0143,United States,West New York
693,3428,nathalihirsch,,followers,/home/usnish/twitter_ypcdn/img/836444875.jpg,0.3448,2,258,triangle-down,ncdaction.dat,58,836444875,0.2248,87,55.6761,12.5683,Denmark,Copenhagen
694,1358,chabashy,,followers,/home/usnish/twitter_ypcdn/img/1855109803.jpg,0.5085,3,165,triangle-down,ncdaction.dat,59,1855109803,0.3576,259,35.1495,-90.049,United States,Memphis
695,2224,kendellstagg,,followers,/home/usnish/twitter_ypcdn/img/1895546083.jpg,0.0769,2,1310,triangle-down,ncdaction.dat,260,1895546083,0.1985,471,53.1355,-57.6604,Canada,
696,2796,Mexico_YPCDN,,followers,/home/usnish/twitter_ypcdn/img/4799624299.jpg,0.2174,6,1161,triangle-down,ncdaction.dat,276,4799624299,0.2377,344,19.3696,-99.1699,Mexico,Ciudad de México
697,918,Daly_and_Darcy,,followers,/home/usnish/twitter_ypcdn/img/327695173.jpg,0.0,0,83,triangle-down,ncdaction.dat,11,327695173,0.1325,0,-41.4545,145.9707,Australia,
698,2145,LianeKandler,,followers,/home/usnish/twitter_ypcdn/img/404451172.jpg,0.4638,16,848,triangle-down,ncdaction.dat,345,404451172,0.4068,611,46.0878,-64.7782,Canada,Moncton
699,4304,ProjectXtraMile,,followers,/home/usnish/twitter_ypcdn/img/191883702.jpg,0.1911,9,379,triangle-up,ncdaction.dat,471,191883702,1.2427,1871,41.2524,-95.998,United States,Omaha
701,3094,Bene_eHealth,,followers,/home/usnish/twitter_ypcdn/img/4023762381.jpg,1.7808,13,86,triangle-down,ncdaction.dat,73,4023762381,0.8488,68,51.5074,-0.1278,United Kingdom,London
703,4168,teekochik3,,followers,/home/usnish/twitter_ypcdn/img/4794558425.jpg,0.0,0,449,triangle-down,ncdaction.dat,63,4794558425,0.1403,6,8.2472,34.5916,Ethiopia,Gambela
704,617,MaschaDavis,,followers,/home/usnish/twitter_ypcdn/img/36894313.jpg,0.2464,19,734,triangle-up,ncdaction.dat,771,36894313,1.0504,383,34.0522,-118.2437,United States,Los Angeles
705,1841,paraesthesia3,,followers,/home/usnish/twitter_ypcdn/img/2695296541.jpg,0.0,0,186,triangle-down,ncdaction.dat,28,2695296541,0.1505,64,-37.8136,144.9631,Australia,
706,3797,talie_edwards,,followers,/home/usnish/twitter_ypcdn/img/635535434.jpg,0.0,0,28,triangle-down,ncdaction.dat,2,635535434,0.0714,35,-1.2921,36.8219,Kenya,Nairobi
707,2619,KirtiSagarBaral,,followers,/home/usnish/twitter_ypcdn/img/603512268.jpg,0.0613,1,860,triangle-down,ncdaction.dat,163,603512268,0.1895,174,28.238,83.9956,Nepal,Pokhara
709,2936,sonalirawal,,followers,/home/usnish/twitter_ypcdn/img/392565070.jpg,0.7092,10,245,triangle-down,ncdaction.dat,141,392565070,0.5755,877,28.6139,77.209,India,New Delhi
710,367,alcoholrehab1,,followers,/home/usnish/twitter_ypcdn/img/502570355.jpg,0.0529,1,1018,triangle-down,ncdaction.dat,189,502570355,0.1857,15,37.0902,-95.7129,United States,
713,2698,mirzalas,,followers,/home/usnish/twitter_ypcdn/img/107775253.jpg,0.0794,1,255,triangle-down,ncdaction.dat,126,107775253,0.4941,175,46.2044,6.1432,Switzerland,Geneva
714,3798,BRicci131,,followers,/home/usnish/twitter_ypcdn/img/1579005702.jpg,0.2396,140,4528,triangle-up,ncdaction.dat,5843,1579005702,1.2904,4471,40.7128,-74.0059,United States,New York
715,3293,SustainableConn,,followers,/home/usnish/twitter_ypcdn/img/735887695969320960.jpg,0.24100000000000002,2,418,triangle-down,ncdaction.dat,83,735887695969320960,0.1986,100,39.7684,-86.1581,United States,Indianapolis
717,2770,eupatients,,followers,/home/usnish/twitter_ypcdn/img/465674067.png,0.3748,169,2016,triangle-up,ncdaction.dat,4509,465674067,2.2366,4202,54.526,15.2551,,
719,1275,emmacurnin,,followers,/home/usnish/twitter_ypcdn/img/281361674.jpg,0.2985,8,1052,triangle-down,ncdaction.dat,268,281361674,0.2548,1901,-42.8821,147.3272,Australia,Hobart
721,3350,Fishawack,,followers,/home/usnish/twitter_ypcdn/img/65631877.png,0.3797,36,678,triangle-up,ncdaction.dat,948,65631877,1.3982,1481,32.6562,-117.0657,United States,National City
722,2909,ChoMmc,,followers,/home/usnish/twitter_ypcdn/img/493739242.jpg,0.0,0,387,triangle-down,ncdaction.dat,133,493739242,0.3437,182,13.7563,100.5018,Thailand,Bangkok
723,1969,Sadiqueuddin,,followers,/home/usnish/twitter_ypcdn/img/92234579.jpg,0.2873,21,1611,triangle-down,ncdaction.dat,731,92234579,0.4538,1464,23.8103,90.4125,Bangladesh,Dhaka
725,1324,G_Javid,,followers,/home/usnish/twitter_ypcdn/img/532349859.jpg,0.5952,5,197,triangle-down,ncdaction.dat,84,532349859,0.4264,693,55.6761,12.5683,Denmark,Copenhagen
726,3045,Gurveer_Bains,,followers,/home/usnish/twitter_ypcdn/img/2434670011.jpg,0.1852,18,5001,triangle-down,ncdaction.dat,972,2434670011,0.1944,999,43.6532,-79.3832,Canada,Toronto
727,3653,CAMTechMGH,,followers,/home/usnish/twitter_ypcdn/img/1706434968.jpg,0.5103,92,1008,triangle-up,ncdaction.dat,1803,1706434968,1.7887,2998,41.7329,-71.447,United States,Warwick
730,1715,TorreyAhTye,,followers,/home/usnish/twitter_ypcdn/img/2540229656.jpg,0.2881,7,390,triangle-down,ncdaction.dat,243,2540229656,0.6231,338,42.3736,-71.1097,United States,Cambridge
731,1266,carson_katie,,followers,/home/usnish/twitter_ypcdn/img/2201929624.jpg,0.292,4,337,triangle-down,ncdaction.dat,137,2201929624,0.4065,46,50.8503,4.3517,Belgium,
734,4292,MSHMarian,,followers,/home/usnish/twitter_ypcdn/img/848991659136356353.jpg,0.1863,6,486,triangle-down,ncdaction.dat,322,848991659136356353,0.6626,206,38.8816,-77.091,United States,Arlington
735,2200,MintoFelix,,followers,/home/usnish/twitter_ypcdn/img/488846823.jpg,0.3333,28,745,triangle-up,ncdaction.dat,840,488846823,1.1275,3338,-37.8136,144.9631,Australia,
736,2180,BMTherapies,,followers,/home/usnish/twitter_ypcdn/img/2475705073.jpg,0.0699,7,1710,triangle-down,ncdaction.dat,1001,2475705073,0.5854,2630,55.9533,-3.1883,United Kingdom,Edinburgh
737,2520,MedeventK,,followers,/home/usnish/twitter_ypcdn/img/2980250019.jpg,0.3256,7,221,triangle-down,ncdaction.dat,215,2980250019,0.9729,306,-1.2921,36.8219,Kenya,Nairobi
